#AGGR_TYPE_CD,S_MTCU,OCCPTN_GRP_CD,OCCPTN_SGRP_CD,NOC_CODE_RANK,NOC_CODE_PERCENTAGE,NOC_CODE_CODE,NOC_DESCRIPTION_ENGLISH,NOC_DESCRIPTION_FRENCH
Program,A-69100,T,T10,1,52,9241,Power engineers and power systems operators,Mécaniciens/mécaniciennes de centrales et opérateurs/opératrices de réseaux énergiques
Program,A-69101,T,T10,2,7,2211,Chemical technologists and technicians,Technologues et techniciens/techniciennes en chimie
Program,A-69101,T,T10,2,7,2241,Electrical and electronics engineering technologists and technicians,Technologues et techniciens/techniciennes en génie électronique et électrique
Program,A-69101,T,T10,2,7,4214,Early childhood educators and assistants,Éducateurs/éducatrices et aides-éducateurs/aides-éducatrices de la petite enfance
Program,A-69101,T,T10,2,7,7271,Carpenters,Charpentiers-menuisiers/charpentières-menuisières
Program,A-69101,T,T10,2,7,7362,Railway conductors and brakemen/women,Chefs de train et serre-freins
Program,A-69101,T,T10,2,7,7611,Construction trades helpers and labourers,Aides de soutien des métiers et manoeuvres en construction
Program,A-69101,T,T10,2,7,8612,Landscaping and grounds maintenance labourers,Manoeuvres en aménagement paysager et en entretien des terrains
Program,A-69101,T,T10,2,7,9232,"Petroleum, gas and chemical process operators",Opérateurs/opératrices de salle de commande centrale dans le raffinage du pétrole et le traitement du gaz et des produits chimiques
Program,A-69101,T,T10,1,36,9241,Power engineers and power systems operators,Mécaniciens/mécaniciennes de centrales et opérateurs/opératrices de réseaux énergiques
Program,A-69101,T,T10,2,7,9243,Water and waste treatment plant operators,Opérateurs/opératrices d'installations du traitement de l'eau et des déchets
Program,A-69302,T,T06,4,8,2147,Computer engineers (except software engineers and designers),Ingénieurs informaticiens/ingénieures informaticiennes (sauf ingénieurs/ingénieures et concepteurs/conceptrices en logiciel)
Program,A-69302,T,T06,2,19,2171,Information systems analysts and consultants,Analystes et consultants/consultantes en informatique
Program,A-69302,T,T06,1,28,2281,Computer network technicians,Techniciens/techniciennes de réseau informatique
Program,A-69302,T,T06,3,11,2282,User support technicians,Agents/agentes de soutien aux utilisateurs
Program,A-69302,T,T06,5,6,6221,Technical sales specialists - wholesale trade,Spécialistes des ventes techniques - commerce de gros
Program,A-69302,T,T06,5,6,6541,Security guards and related security service occupations,Agents/agentes de sécurité et personnel assimilé des services de sécurité
Program,A-69403,A,A01,5,6,5222,Film and video camera operators,Cadreurs/cadreuses de films et cadreurs/cadreuses vidéo
Program,A-69403,A,A01,1,11,5225,Audio and video recording technicians,Techniciens/techniciennes en enregistrement audio et vidéo
Program,A-69403,A,A01,4,8,5227,"Support occupations in motion pictures, broadcasting, photography and the performing arts","Personnel de soutien du cinéma, de la radiotélédiffusion, de la photographie et des arts de la scène"
Program,A-69403,A,A01,2,8,5241,Graphic designers and illustrators,Designers graphiques et illustrateurs/illustratrices
Program,A-69403,A,A01,3,8,6421,Retail salespersons,Vendeurs/vendeuses - commerce de détail
Program,B-80100,B,B07,1,20,1111,Financial auditors and accountants,Vérificateurs/vérificatrices et comptables
Program,B-80100,B,B07,4,10,1112,Financial and investment analysts,Analystes financiers/analystes financières et analystes en placements
Program,B-80100,B,B07,2,15,1311,Accounting technicians and bookkeepers,Techniciens/techniciennes en comptabilité et teneurs/teneuses de livres
Program,B-80100,B,B07,4,10,1414,Receptionists,Réceptionnistes
Program,B-80100,B,B07,2,15,1431,Accounting and related clerks,Commis à la comptabilité et personnel assimilé
Program,B-80103,B,B07,5,2,601,Corporate sales managers,Directeurs/directrices des ventes corporatives
Program,B-80103,B,B07,5,2,621,Retail and wholesale trade managers,Directeurs/directrices - commerce de détail et de gros
Program,B-80103,B,B07,2,25,1111,Financial auditors and accountants,Vérificateurs/vérificatrices et comptables
Program,B-80103,B,B07,4,8,1112,Financial and investment analysts,Analystes financiers/analystes financières et analystes en placements
Program,B-80103,B,B07,5,2,1122,Professional occupations in business management consulting,Professionnels/professionnelles des services-conseils en gestion aux entreprises
Program,B-80103,B,B07,5,2,1123,"Professional occupations in advertising, marketing and public relations","Professionnels/professionnelles en publicité, en marketing et en relations publiques"
Program,B-80103,B,B07,5,2,1228,"Employment insurance, immigration, border services and revenue officers","Agents/agentes d'assurance-emploi, d'immigration, de services frontaliers et du revenu"
Program,B-80103,B,B07,3,14,1311,Accounting technicians and bookkeepers,Techniciens/techniciennes en comptabilité et teneurs/teneuses de livres
Program,B-80103,B,B07,5,2,1314,"Assessors, valuators and appraisers",Estimateurs/estimatrices et évaluateurs/évaluatrices
Program,B-80103,B,B07,5,2,1411,General office support workers,Employés de soutien de bureau généraux/employées de soutien de bureau générales
Program,B-80103,B,B07,1,27,1431,Accounting and related clerks,Commis à la comptabilité et personnel assimilé
Program,B-80103,B,B07,5,2,1432,Payroll clerks,Commis à la paye
Program,B-80103,B,B07,5,2,4166,"Education policy researchers, consultants and program officers","Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programmes en politiques de l'enseignement"
Program,B-80103,B,B07,5,2,6211,Retail sales supervisors,Superviseurs/superviseures des ventes - commerce de détail
Program,B-80103,B,B07,5,2,6231,Insurance agents and brokers,Agents/agentes et courtiers/courtières d'assurance
Program,B-80103,B,B07,5,2,6232,Real estate agents and salespersons,Agents/agentes et vendeurs/vendeuses en immobilier
Program,B-80103,B,B07,5,2,6322,Cooks,Cuisiniers/cuisinières
Program,B-80103,B,B07,5,2,6421,Retail salespersons,Vendeurs/vendeuses - commerce de détail
Program,B-80103,B,B07,5,2,6513,Food and beverage servers,Serveurs/serveuses d'aliments et de boissons
Program,B-80103,B,B07,5,2,6551,Customer services representatives - financial institutions,Représentants/représentantes au service à la clientèle - institutions financières
Program,B-80103,B,B07,5,2,6611,Cashiers,Caissiers/caissières
Program,B-80104,B,B07,3,13,1111,Financial auditors and accountants,Vérificateurs/vérificatrices et comptables
Program,B-80104,B,B07,4,4,1114,Other financial officers,Autres agents financiers/agentes financières
Program,B-80104,B,B07,2,16,1311,Accounting technicians and bookkeepers,Techniciens/techniciennes en comptabilité et teneurs/teneuses de livres
Program,B-80104,B,B07,1,24,1431,Accounting and related clerks,Commis à la comptabilité et personnel assimilé
Program,B-80104,B,B07,4,4,6551,Customer services representatives - financial institutions,Représentants/représentantes au service à la clientèle - institutions financières
Program,B-80200,B,B06,4,6,111,Financial managers,Directeurs financiers/directrices financières
Program,B-80200,B,B06,4,6,601,Corporate sales managers,Directeurs/directrices des ventes corporatives
Program,B-80200,B,B06,1,13,621,Retail and wholesale trade managers,Directeurs/directrices - commerce de détail et de gros
Program,B-80200,B,B06,4,6,1123,"Professional occupations in advertising, marketing and public relations","Professionnels/professionnelles en publicité, en marketing et en relations publiques"
Program,B-80200,B,B06,4,6,1241,Administrative assistants,Adjoints administratifs/adjointes administratives
Program,B-80200,B,B06,4,6,1312,Insurance adjusters and claims examiners,Experts/expertes en sinistres et rédacteurs/rédactrices sinistres
Program,B-80200,B,B06,4,6,1431,Accounting and related clerks,Commis à la comptabilité et personnel assimilé
Program,B-80200,B,B06,4,6,4021,College and other vocational instructors,Enseignants/enseignantes au niveau collégial et autres instructeurs/instructrices en formation professionnelle
Program,B-80200,B,B06,1,13,6311,Food service supervisors,Superviseurs/superviseures des services alimentaires
Program,B-80200,B,B06,4,6,6421,Retail salespersons,Vendeurs/vendeuses - commerce de détail
Program,B-80200,B,B06,4,6,6541,Security guards and related security service occupations,Agents/agentes de sécurité et personnel assimilé des services de sécurité
Program,B-80200,B,B06,1,13,6552,Other customer and information services representatives,Autres préposés/autres préposées aux services d'information et aux services à la clientèle
Program,B-80200,B,B06,4,6,7441,Residential and commercial installers and servicers,"Personnel d'installation, d'entretien et de réparation d'équipement résidentiel et commercial"
Program,B-80201,B,B07,4,7,1111,Financial auditors and accountants,Vérificateurs/vérificatrices et comptables
Program,B-80201,B,B07,3,9,1114,Other financial officers,Autres agents financiers/agentes financières
Program,B-80201,B,B07,1,21,1431,Accounting and related clerks,Commis à la comptabilité et personnel assimilé
Program,B-80201,B,B07,4,7,1434,"Banking, insurance and other financial clerks","Commis de banque, d'assurance et d'autres services financiers"
Program,B-80201,B,B07,2,14,6551,Customer services representatives - financial institutions,Représentants/représentantes au service à la clientèle - institutions financières
Program,B-80202,B,B06,1,8,621,Retail and wholesale trade managers,Directeurs/directrices - commerce de détail et de gros
Program,B-80202,B,B06,3,6,1123,"Professional occupations in advertising, marketing and public relations","Professionnels/professionnelles en publicité, en marketing et en relations publiques"
Program,B-80202,B,B06,4,5,1225,Purchasing agents and officers,Agents/agentes aux achats
Program,B-80202,B,B06,1,8,6421,Retail salespersons,Vendeurs/vendeuses - commerce de détail
Program,B-80202,B,B06,5,4,6551,Customer services representatives - financial institutions,Représentants/représentantes au service à la clientèle - institutions financières
Program,B-80203,B,B06,5,3,601,Corporate sales managers,Directeurs/directrices des ventes corporatives
Program,B-80203,B,B06,3,5,621,Retail and wholesale trade managers,Directeurs/directrices - commerce de détail et de gros
Program,B-80203,B,B06,5,3,1122,Professional occupations in business management consulting,Professionnels/professionnelles des services-conseils en gestion aux entreprises
Program,B-80203,B,B06,2,8,1123,"Professional occupations in advertising, marketing and public relations","Professionnels/professionnelles en publicité, en marketing et en relations publiques"
Program,B-80203,B,B06,5,3,1241,Administrative assistants,Adjoints administratifs/adjointes administratives
Program,B-80203,B,B06,5,3,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Program,B-80203,B,B06,5,3,6221,Technical sales specialists - wholesale trade,Spécialistes des ventes techniques - commerce de gros
Program,B-80203,B,B06,5,3,6231,Insurance agents and brokers,Agents/agentes et courtiers/courtières d'assurance
Program,B-80203,B,B06,1,10,6411,Sales and account representatives - wholesale trade (non-technical),Représentants/représentantes des ventes et des comptes - commerce de gros (non-technique)
Program,B-80203,B,B06,3,5,6421,Retail salespersons,Vendeurs/vendeuses - commerce de détail
Program,B-80203,B,B06,5,3,6512,Bartenders,Barmans/barmaids
Program,B-80223,B,B11,2,16,1121,Human resources professionals,Professionnels/professionnelles en ressources humaines
Program,B-80223,B,B11,1,21,1223,Human resources and recruitment officers,Agents/agentes des ressources humaines et de recrutement
Program,B-80223,B,B11,4,6,1241,Administrative assistants,Adjoints administratifs/adjointes administratives
Program,B-80223,B,B11,5,4,1415,Personnel clerks,Commis des services du personnel
Program,B-80223,B,B11,3,9,6421,Retail salespersons,Vendeurs/vendeuses - commerce de détail
Program,B-80243,A,A16,3,3,111,Financial managers,Directeurs financiers/directrices financières
Program,B-80243,A,A16,3,3,114,Other administrative services managers,Directeurs/directrices d'autres services administratifs
Program,B-80243,A,A16,3,3,621,Retail and wholesale trade managers,Directeurs/directrices - commerce de détail et de gros
Program,B-80243,A,A16,3,3,1111,Financial auditors and accountants,Vérificateurs/vérificatrices et comptables
Program,B-80243,A,A16,3,3,1114,Other financial officers,Autres agents financiers/agentes financières
Program,B-80243,A,A16,1,50,1123,"Professional occupations in advertising, marketing and public relations","Professionnels/professionnelles en publicité, en marketing et en relations publiques"
